Training: 2023-05-04 13:56:23,311-rank_id: 0
Training: 2023-05-05 00:33:45,402-Speed 3893.02 samples/sec  Loss 4.1630  LearningRate 0.0032  ProxyLR: 0.1609  Epoch: 21  Global Step: 124120   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:33:48,022-Speed 3908.89 samples/sec  Loss 4.2718  LearningRate 0.0032  ProxyLR: 0.1607  Epoch: 21  Global Step: 124130   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:33:50,657-Speed 3887.42 samples/sec  Loss 4.2019  LearningRate 0.0032  ProxyLR: 0.1605  Epoch: 21  Global Step: 124140   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:33:53,291-Speed 3889.37 samples/sec  Loss 4.2355  LearningRate 0.0032  ProxyLR: 0.1603  Epoch: 21  Global Step: 124150   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:33:55,921-Speed 3893.66 samples/sec  Loss 4.2067  LearningRate 0.0032  ProxyLR: 0.1602  Epoch: 21  Global Step: 124160   Fp16 Grad Scale: 262144  Required: 2 hours
Training: 2023-05-05 00:33:58,558-Speed 3884.96 samples/sec  Loss 4.2517  LearningRate 0.0032  ProxyLR: 0.1600  Epoch: 21  Global Step: 124170   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:01,192-Speed 3888.67 samples/sec  Loss 4.1629  LearningRate 0.0032  ProxyLR: 0.1598  Epoch: 21  Global Step: 124180   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:03,824-Speed 3892.13 samples/sec  Loss 4.2263  LearningRate 0.0032  ProxyLR: 0.1596  Epoch: 21  Global Step: 124190   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:06,456-Speed 3891.07 samples/sec  Loss 4.2990  LearningRate 0.0032  ProxyLR: 0.1595  Epoch: 21  Global Step: 124200   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:09,090-Speed 3889.44 samples/sec  Loss 4.1746  LearningRate 0.0032  ProxyLR: 0.1593  Epoch: 21  Global Step: 124210   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:11,718-Speed 3896.21 samples/sec  Loss 4.2095  LearningRate 0.0032  ProxyLR: 0.1591  Epoch: 21  Global Step: 124220   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:14,336-Speed 3912.78 samples/sec  Loss 4.2959  LearningRate 0.0032  ProxyLR: 0.1589  Epoch: 21  Global Step: 124230   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:16,966-Speed 3894.60 samples/sec  Loss 4.2174  LearningRate 0.0032  ProxyLR: 0.1587  Epoch: 21  Global Step: 124240   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:19,597-Speed 3893.50 samples/sec  Loss 4.1890  LearningRate 0.0032  ProxyLR: 0.1586  Epoch: 21  Global Step: 124250   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:22,228-Speed 3893.73 samples/sec  Loss 4.1643  LearningRate 0.0032  ProxyLR: 0.1584  Epoch: 21  Global Step: 124260   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:24,859-Speed 3892.68 samples/sec  Loss 4.2154  LearningRate 0.0032  ProxyLR: 0.1582  Epoch: 21  Global Step: 124270   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:27,490-Speed 3892.37 samples/sec  Loss 4.2500  LearningRate 0.0032  ProxyLR: 0.1580  Epoch: 21  Global Step: 124280   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:30,126-Speed 3886.14 samples/sec  Loss 4.2763  LearningRate 0.0032  ProxyLR: 0.1579  Epoch: 21  Global Step: 124290   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:32,757-Speed 3892.91 samples/sec  Loss 4.1924  LearningRate 0.0032  ProxyLR: 0.1577  Epoch: 21  Global Step: 124300   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:35,390-Speed 3890.08 samples/sec  Loss 4.1978  LearningRate 0.0032  ProxyLR: 0.1575  Epoch: 21  Global Step: 124310   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:38,023-Speed 3890.63 samples/sec  Loss 4.2327  LearningRate 0.0031  ProxyLR: 0.1573  Epoch: 21  Global Step: 124320   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:40,640-Speed 3914.63 samples/sec  Loss 4.1658  LearningRate 0.0031  ProxyLR: 0.1572  Epoch: 21  Global Step: 124330   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:43,270-Speed 3894.49 samples/sec  Loss 4.2403  LearningRate 0.0031  ProxyLR: 0.1570  Epoch: 21  Global Step: 124340   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:45,901-Speed 3892.71 samples/sec  Loss 4.1672  LearningRate 0.0031  ProxyLR: 0.1568  Epoch: 21  Global Step: 124350   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:48,531-Speed 3894.50 samples/sec  Loss 4.1799  LearningRate 0.0031  ProxyLR: 0.1566  Epoch: 21  Global Step: 124360   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:51,163-Speed 3892.34 samples/sec  Loss 4.1513  LearningRate 0.0031  ProxyLR: 0.1564  Epoch: 21  Global Step: 124370   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:53,795-Speed 3891.08 samples/sec  Loss 4.2262  LearningRate 0.0031  ProxyLR: 0.1563  Epoch: 21  Global Step: 124380   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:56,427-Speed 3890.86 samples/sec  Loss 4.1466  LearningRate 0.0031  ProxyLR: 0.1561  Epoch: 21  Global Step: 124390   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:34:59,060-Speed 3890.91 samples/sec  Loss 4.2717  LearningRate 0.0031  ProxyLR: 0.1559  Epoch: 21  Global Step: 124400   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:01,690-Speed 3893.74 samples/sec  Loss 4.1861  LearningRate 0.0031  ProxyLR: 0.1557  Epoch: 21  Global Step: 124410   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:04,321-Speed 3894.37 samples/sec  Loss 4.2453  LearningRate 0.0031  ProxyLR: 0.1556  Epoch: 21  Global Step: 124420   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:06,951-Speed 3894.42 samples/sec  Loss 4.2108  LearningRate 0.0031  ProxyLR: 0.1554  Epoch: 21  Global Step: 124430   Fp16 Grad Scale: 524288  Required: 1 hours
Training: 2023-05-05 00:35:09,572-Speed 3907.35 samples/sec  Loss 4.2632  LearningRate 0.0031  ProxyLR: 0.1552  Epoch: 21  Global Step: 124440   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:12,209-Speed 3885.05 samples/sec  Loss 4.1660  LearningRate 0.0031  ProxyLR: 0.1550  Epoch: 21  Global Step: 124450   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:14,846-Speed 3883.93 samples/sec  Loss 4.1482  LearningRate 0.0031  ProxyLR: 0.1549  Epoch: 21  Global Step: 124460   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:17,481-Speed 3887.62 samples/sec  Loss 4.1742  LearningRate 0.0031  ProxyLR: 0.1547  Epoch: 21  Global Step: 124470   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:20,121-Speed 3879.78 samples/sec  Loss 4.1716  LearningRate 0.0031  ProxyLR: 0.1545  Epoch: 21  Global Step: 124480   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:22,759-Speed 3881.97 samples/sec  Loss 4.2447  LearningRate 0.0031  ProxyLR: 0.1543  Epoch: 21  Global Step: 124490   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:25,397-Speed 3882.82 samples/sec  Loss 4.1716  LearningRate 0.0031  ProxyLR: 0.1542  Epoch: 21  Global Step: 124500   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:28,036-Speed 3881.88 samples/sec  Loss 4.2410  LearningRate 0.0031  ProxyLR: 0.1540  Epoch: 21  Global Step: 124510   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:30,673-Speed 3882.95 samples/sec  Loss 4.2047  LearningRate 0.0031  ProxyLR: 0.1538  Epoch: 21  Global Step: 124520   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:33,310-Speed 3885.17 samples/sec  Loss 4.2348  LearningRate 0.0031  ProxyLR: 0.1536  Epoch: 21  Global Step: 124530   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:35,932-Speed 3906.93 samples/sec  Loss 4.2192  LearningRate 0.0031  ProxyLR: 0.1535  Epoch: 21  Global Step: 124540   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:38,565-Speed 3890.38 samples/sec  Loss 4.1296  LearningRate 0.0031  ProxyLR: 0.1533  Epoch: 21  Global Step: 124550   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:41,198-Speed 3890.37 samples/sec  Loss 4.2228  LearningRate 0.0031  ProxyLR: 0.1531  Epoch: 21  Global Step: 124560   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:43,831-Speed 3888.97 samples/sec  Loss 4.2269  LearningRate 0.0031  ProxyLR: 0.1529  Epoch: 21  Global Step: 124570   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:46,463-Speed 3891.84 samples/sec  Loss 4.1972  LearningRate 0.0031  ProxyLR: 0.1528  Epoch: 21  Global Step: 124580   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:49,094-Speed 3892.68 samples/sec  Loss 4.2222  LearningRate 0.0031  ProxyLR: 0.1526  Epoch: 21  Global Step: 124590   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:51,729-Speed 3887.38 samples/sec  Loss 4.2956  LearningRate 0.0030  ProxyLR: 0.1524  Epoch: 21  Global Step: 124600   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:54,364-Speed 3888.26 samples/sec  Loss 4.2012  LearningRate 0.0030  ProxyLR: 0.1523  Epoch: 21  Global Step: 124610   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:56,996-Speed 3891.45 samples/sec  Loss 4.2364  LearningRate 0.0030  ProxyLR: 0.1521  Epoch: 21  Global Step: 124620   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:35:59,630-Speed 3887.66 samples/sec  Loss 4.2392  LearningRate 0.0030  ProxyLR: 0.1519  Epoch: 21  Global Step: 124630   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:02,249-Speed 3911.44 samples/sec  Loss 4.2480  LearningRate 0.0030  ProxyLR: 0.1517  Epoch: 21  Global Step: 124640   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:04,882-Speed 3889.83 samples/sec  Loss 4.2794  LearningRate 0.0030  ProxyLR: 0.1516  Epoch: 21  Global Step: 124650   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:07,515-Speed 3890.05 samples/sec  Loss 4.2160  LearningRate 0.0030  ProxyLR: 0.1514  Epoch: 21  Global Step: 124660   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:10,148-Speed 3891.18 samples/sec  Loss 4.2212  LearningRate 0.0030  ProxyLR: 0.1512  Epoch: 21  Global Step: 124670   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:12,781-Speed 3889.62 samples/sec  Loss 4.2115  LearningRate 0.0030  ProxyLR: 0.1510  Epoch: 21  Global Step: 124680   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:15,413-Speed 3891.47 samples/sec  Loss 4.2426  LearningRate 0.0030  ProxyLR: 0.1509  Epoch: 21  Global Step: 124690   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:18,047-Speed 3888.37 samples/sec  Loss 4.2242  LearningRate 0.0030  ProxyLR: 0.1507  Epoch: 21  Global Step: 124700   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:20,683-Speed 3886.92 samples/sec  Loss 4.2349  LearningRate 0.0030  ProxyLR: 0.1505  Epoch: 21  Global Step: 124710   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:23,316-Speed 3889.75 samples/sec  Loss 4.2211  LearningRate 0.0030  ProxyLR: 0.1503  Epoch: 21  Global Step: 124720   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:25,950-Speed 3888.90 samples/sec  Loss 4.2083  LearningRate 0.0030  ProxyLR: 0.1502  Epoch: 21  Global Step: 124730   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:28,570-Speed 3908.55 samples/sec  Loss 4.2215  LearningRate 0.0030  ProxyLR: 0.1500  Epoch: 21  Global Step: 124740   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:31,204-Speed 3888.68 samples/sec  Loss 4.2208  LearningRate 0.0030  ProxyLR: 0.1498  Epoch: 21  Global Step: 124750   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:33,838-Speed 3888.82 samples/sec  Loss 4.2102  LearningRate 0.0030  ProxyLR: 0.1497  Epoch: 21  Global Step: 124760   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:36,473-Speed 3886.91 samples/sec  Loss 4.2382  LearningRate 0.0030  ProxyLR: 0.1495  Epoch: 21  Global Step: 124770   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:39,107-Speed 3889.30 samples/sec  Loss 4.1939  LearningRate 0.0030  ProxyLR: 0.1493  Epoch: 21  Global Step: 124780   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:41,738-Speed 3892.89 samples/sec  Loss 4.2068  LearningRate 0.0030  ProxyLR: 0.1491  Epoch: 21  Global Step: 124790   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:44,370-Speed 3892.74 samples/sec  Loss 4.1687  LearningRate 0.0030  ProxyLR: 0.1490  Epoch: 21  Global Step: 124800   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:47,001-Speed 3892.20 samples/sec  Loss 4.1778  LearningRate 0.0030  ProxyLR: 0.1488  Epoch: 21  Global Step: 124810   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:49,631-Speed 3895.05 samples/sec  Loss 4.2477  LearningRate 0.0030  ProxyLR: 0.1486  Epoch: 21  Global Step: 124820   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:52,261-Speed 3893.98 samples/sec  Loss 4.1782  LearningRate 0.0030  ProxyLR: 0.1485  Epoch: 21  Global Step: 124830   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:54,879-Speed 3912.90 samples/sec  Loss 4.2485  LearningRate 0.0030  ProxyLR: 0.1483  Epoch: 21  Global Step: 124840   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:36:57,508-Speed 3895.71 samples/sec  Loss 4.2467  LearningRate 0.0030  ProxyLR: 0.1481  Epoch: 21  Global Step: 124850   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:37:00,141-Speed 3891.00 samples/sec  Loss 4.1529  LearningRate 0.0030  ProxyLR: 0.1479  Epoch: 21  Global Step: 124860   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:37:02,771-Speed 3893.60 samples/sec  Loss 4.1764  LearningRate 0.0030  ProxyLR: 0.1478  Epoch: 21  Global Step: 124870   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:37:05,402-Speed 3893.22 samples/sec  Loss 4.1373  LearningRate 0.0030  ProxyLR: 0.1476  Epoch: 21  Global Step: 124880   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:37:08,033-Speed 3893.83 samples/sec  Loss 4.3096  LearningRate 0.0029  ProxyLR: 0.1474  Epoch: 21  Global Step: 124890   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:37:10,664-Speed 3892.66 samples/sec  Loss 4.2223  LearningRate 0.0029  ProxyLR: 0.1473  Epoch: 21  Global Step: 124900   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:37:13,295-Speed 3892.87 samples/sec  Loss 4.2039  LearningRate 0.0029  ProxyLR: 0.1471  Epoch: 21  Global Step: 124910   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:37:15,913-Speed 3912.60 samples/sec  Loss 4.1365  LearningRate 0.0029  ProxyLR: 0.1469  Epoch: 21  Global Step: 124920   Fp16 Grad Scale: 131072  Required: 1 hours
Training: 2023-05-05 00:37:18,543-Speed 3894.77 samples/sec  Loss 4.2198  LearningRate 0.0029  ProxyLR: 0.1467  Epoch: 21  Global Step: 124930   Fp16 Grad Scale: 131072  Required: 1 hours
Training: 2023-05-05 00:37:21,172-Speed 3896.39 samples/sec  Loss 4.1422  LearningRate 0.0029  ProxyLR: 0.1466  Epoch: 21  Global Step: 124940   Fp16 Grad Scale: 131072  Required: 1 hours
Training: 2023-05-05 00:37:23,802-Speed 3895.04 samples/sec  Loss 4.2469  LearningRate 0.0029  ProxyLR: 0.1464  Epoch: 21  Global Step: 124950   Fp16 Grad Scale: 131072  Required: 1 hours
Training: 2023-05-05 00:37:26,433-Speed 3891.95 samples/sec  Loss 4.1441  LearningRate 0.0029  ProxyLR: 0.1462  Epoch: 21  Global Step: 124960   Fp16 Grad Scale: 131072  Required: 1 hours
Training: 2023-05-05 00:37:29,064-Speed 3893.05 samples/sec  Loss 4.1518  LearningRate 0.0029  ProxyLR: 0.1461  Epoch: 21  Global Step: 124970   Fp16 Grad Scale: 131072  Required: 1 hours
Training: 2023-05-05 00:37:31,694-Speed 3895.01 samples/sec  Loss 4.2185  LearningRate 0.0029  ProxyLR: 0.1459  Epoch: 21  Global Step: 124980   Fp16 Grad Scale: 131072  Required: 1 hours
Training: 2023-05-05 00:37:34,324-Speed 3894.04 samples/sec  Loss 4.2294  LearningRate 0.0029  ProxyLR: 0.1457  Epoch: 21  Global Step: 124990   Fp16 Grad Scale: 131072  Required: 1 hours
Training: 2023-05-05 00:37:36,955-Speed 3893.34 samples/sec  Loss 4.1891  LearningRate 0.0029  ProxyLR: 0.1456  Epoch: 21  Global Step: 125000   Fp16 Grad Scale: 131072  Required: 1 hours
Training: 2023-05-05 00:37:39,585-Speed 3895.23 samples/sec  Loss 4.1797  LearningRate 0.0029  ProxyLR: 0.1454  Epoch: 21  Global Step: 125010   Fp16 Grad Scale: 131072  Required: 1 hours
Training: 2023-05-05 00:37:42,217-Speed 3891.41 samples/sec  Loss 4.2439  LearningRate 0.0029  ProxyLR: 0.1452  Epoch: 21  Global Step: 125020   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:37:44,846-Speed 3895.72 samples/sec  Loss 4.1869  LearningRate 0.0029  ProxyLR: 0.1450  Epoch: 21  Global Step: 125030   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:37:47,478-Speed 3891.84 samples/sec  Loss 4.2171  LearningRate 0.0029  ProxyLR: 0.1449  Epoch: 21  Global Step: 125040   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:37:50,110-Speed 3892.66 samples/sec  Loss 4.2355  LearningRate 0.0029  ProxyLR: 0.1447  Epoch: 21  Global Step: 125050   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:37:52,741-Speed 3891.91 samples/sec  Loss 4.1551  LearningRate 0.0029  ProxyLR: 0.1445  Epoch: 21  Global Step: 125060   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:37:55,374-Speed 3891.07 samples/sec  Loss 4.2263  LearningRate 0.0029  ProxyLR: 0.1444  Epoch: 21  Global Step: 125070   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:37:58,006-Speed 3890.89 samples/sec  Loss 4.1709  LearningRate 0.0029  ProxyLR: 0.1442  Epoch: 21  Global Step: 125080   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:38:00,695-Speed 3809.26 samples/sec  Loss 4.1701  LearningRate 0.0029  ProxyLR: 0.1440  Epoch: 21  Global Step: 125090   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:38:37,623-Speed 277.31 samples/sec  Loss 4.0669  LearningRate 0.0029  ProxyLR: 0.1439  Epoch: 22  Global Step: 125100   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:38:40,280-Speed 3854.68 samples/sec  Loss 3.9422  LearningRate 0.0029  ProxyLR: 0.1437  Epoch: 22  Global Step: 125110   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:38:42,890-Speed 3924.61 samples/sec  Loss 4.0421  LearningRate 0.0029  ProxyLR: 0.1435  Epoch: 22  Global Step: 125120   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:38:45,516-Speed 3900.08 samples/sec  Loss 3.9805  LearningRate 0.0029  ProxyLR: 0.1434  Epoch: 22  Global Step: 125130   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:38:48,173-Speed 3854.97 samples/sec  Loss 3.9191  LearningRate 0.0029  ProxyLR: 0.1432  Epoch: 22  Global Step: 125140   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:38:50,802-Speed 3896.11 samples/sec  Loss 3.9694  LearningRate 0.0029  ProxyLR: 0.1430  Epoch: 22  Global Step: 125150   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:38:53,438-Speed 3884.91 samples/sec  Loss 3.8942  LearningRate 0.0029  ProxyLR: 0.1429  Epoch: 22  Global Step: 125160   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:38:56,074-Speed 3886.33 samples/sec  Loss 3.9631  LearningRate 0.0029  ProxyLR: 0.1427  Epoch: 22  Global Step: 125170   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:38:58,703-Speed 3895.37 samples/sec  Loss 3.8711  LearningRate 0.0029  ProxyLR: 0.1425  Epoch: 22  Global Step: 125180   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:39:01,332-Speed 3897.08 samples/sec  Loss 3.9442  LearningRate 0.0028  ProxyLR: 0.1424  Epoch: 22  Global Step: 125190   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:39:03,990-Speed 3852.51 samples/sec  Loss 3.9656  LearningRate 0.0028  ProxyLR: 0.1422  Epoch: 22  Global Step: 125200   Fp16 Grad Scale: 262144  Required: 1 hours
Training: 2023-05-05 00:39:06,610-Speed 3909.36 samples/sec  Loss 3.9708  LearningRate 0.0028  ProxyLR: 0.1420  Epoch: 22  Global Step: 125210   Fp16 Grad Scale: 131072  Required: 1 hours
Training: 2023-05-05 00:39:09,245-Speed 3887.39 samples/sec  Loss 3.8978  LearningRate 0.0028  ProxyLR: 0.1418  Epoch: 22  Global Step: 125220   Fp16 Grad Scale: 131072  Required: 1 hours
Training: 2023-05-05 00:39:11,882-Speed 3883.96 samples/sec  Loss 3.8932  LearningRate 0.0028  ProxyLR: 0.1417  Epoch: 22  Global Step: 125230   Fp16 Grad Scale: 131072  Required: 1 hours
Training: 2023-05-05 00:39:14,570-Speed 3810.66 samples/sec  Loss 3.9902  LearningRate 0.0028  ProxyLR: 0.1415  Epoch: 22  Global Step: 125240   Fp16 Grad Scale: 131072  Required: 1 hours
